0 - Sexe,1 - Tranche_age,2 - Statut,3 - Foyer,4 - Enfant,5 - Taille_ville,6 - Region,7 - Style_de_musique,8 - Moment_musique, 9 - Musique/jour, 10 - Musique fréquence, 11 - nb concert, 12 - appareil pour ecouter plus souvent de la musique,13 - musique seul,14 - Visionnage Illegal Musique,15 - musique accompagné,16 - Plateforme
HOMME,De 50 à 64 ans,Couple,3 personnes,Aucun,PlusDe100000Habitants,BourgogneFrancheComte,"Variété Française,Metal,Pop / Rock","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un autoradio,1 à 5 fois par semaine,Uniquement de façon légale,Jamais,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Electronique,Musiques du monde,Classique","En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Moins de 1 heure / jour,Tous les jours ou presque,5 concerts/festivals ou plus,Un smartphone,Tous les jours ou presque,Autant de manière légale qu’illégale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 65 à plus,Célibataire,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AuvergneRhoneAlpes,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AquitaineLimousinPoitouC,"Dance,Electronique,Metal,R&B,Pop / Rock,Classique,Rap / Hip-Hop","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,En voiture",NULL,1 à 5 fois par semaine,NULL,Un autoradio,1 à 5 fois par semaine,Uniquement de façon légale,Moins souvent,"Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
HOMME,De 50 à 64 ans,Couple,4 personnes ou plus,Aucun,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,Musiques du monde,Pop / Rock","Dans les transports ou sur le chemin des études ou du travail,En voiture",NULL,1 à 3 fois par mois,1 ou 2 concerts/festivals,Un ordinateur,Tous les jours ou presque,Uniquement de façon légale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Musiques du monde,Pop / Rock,Classique","En cuisinant ou pendant les tâches ménagères,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,NULL,NULL,Plusieurs fois par jour,NULL,Plusieurs fois par jour,
HOMME,De 35 à 49 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Variété Française,Jazz,Dance,Metal,R&B,Pop / Rock,Rap / Hip-Hop","Au réveil ou avant de vous endormir,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En voiture",Entre 1 et 2 heures / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Un smartphone,Plusieurs fois par jour,NULL,Plusieurs fois par jour,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 50 à 64 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Variété Française,Jazz,Dance,R&B,Soul,Musiques du monde,Pop / Rock","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 3 et 4 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Une chaîne Hifi,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,AquitaineLimousinPoitouC,Reggae,Lorsque vous vous rassemblez avec des amis ou des proches,NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,NULL,Tous les jours ou presque,NULL,1 à 5 fois par semaine,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
HOMME,De 50 à 64 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Pop / Rock",En voiture,NULL,Moins souvent,NULL,NULL,Moins souvent,NULL,Moins souvent,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 25 à 34 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,PaysDeLaLoire,Musiques du monde,En voiture,Entre 1 et 2 heures / jour,Plusieurs fois par jour,NULL,Un smartphone,Tous les jours ou presque,NULL,1 à 5 fois par semaine,
FEMME,De 35 à 49 ans,Couple,3 personnes,Aucun,PlusDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Musiques du monde,Pop / Rock,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un écran de télévision,Plusieurs fois par jour,NULL,1 à 5 fois par semaine,Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...)
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AuvergneRhoneAlpes,Pop / Rock,"En cuisinant ou pendant les tâches ménagères,En voiture",NULL,1 à 3 fois par mois,1 ou 2 concerts/festivals,Un poste de radio / un radioréveil,Plusieurs fois par jour,NULL,Plusieurs fois par jour,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
FEMME,De 50 à 64 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Electronique,Musiques du monde,Pop / Rock,Classique,Rap / Hip-Hop",En travaillant ou en étudiant,Moins de 1 heure / jour,Tous les jours ou presque,NULL,NULL,Plusieurs fois par jour,Uniquement de façon légale,Moins souvent,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 25 à 34 ans,Enfant,4 personnes ou plus,Aucun,MoinsDe100000Habitants,IleDeFrance,"Variété Française,Musiques du monde,Pop / Rock,Classique","En travaillant ou en étudiant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture",Entre 1 et 2 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un smartphone,Plusieurs fois par jour,Uniquement de manière illégale,1 à 3 fois par mois,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 15 à 24 ans,Enfant,3 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,"Metal,R&B,Soul,Reggae,Pop / Rock,Classique,Rap / Hip-Hop","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 5 fois par semaine,Aucun,Un ordinateur,Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
HOMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,Bretagne,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Pop / Rock","Au réveil ou avant de vous endormir,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un autoradio,Plusieurs fois par jour,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,Moins souvent,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,Bretagne,Variété Française,En cuisinant ou pendant les tâches ménagères,Entre 2 et 3 heures / jour,Tous les jours ou presque,NULL,Un écran de télévision,Tous les jours ou presque,NULL,Tous les jours ou presque,
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Aucun,PlusDe100000Habitants,AuvergneRhoneAlpes,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 50 à 64 ans,Célibataire,2 personnes,Aucun,MoinsDe100000Habitants,NordPasDeCalaisPicardie,Electronique,En cuisinant ou pendant les tâches ménagères,NULL,1 à 3 fois par mois,NULL,Une chaîne Hifi,1 à 3 fois par mois,Uniquement de façon légale,Jamais,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,"Soul,Musiques du monde,Pop / Rock,Classique","Au réveil ou avant de vous endormir,Dans les transports ou sur le chemin des études ou du travail,Lorsque vous vous rassemblez avec des amis ou des proches",Moins de 1 heure / jour,Tous les jours ou presque,Aucun,Un écran de télévision,Tous les jours ou presque,NULL,1 à 3 fois par mois,"Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Jazz,Dance,R&B,Soul,Reggae,Pop / Rock,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 3 fois par mois,5 concerts/festivals ou plus,Une chaîne Hifi,1 à 5 fois par semaine,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,1 à 3 fois par mois,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 50 à 64 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,AuvergneRhoneAlpes,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 50 à 64 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,ProvenceAlpesCoteDAzur,"Variété Française,Musiques du monde,Classique","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,1 à 5 fois par semaine,3 ou 4 concerts/festivals,Une chaîne Hifi,Plusieurs fois par jour,Uniquement de façon légale,Moins souvent,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AuvergneRhoneAlpes,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 25 à 34 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Dance,R&B,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,NULL,Une console de jeu portable / de salon,Tous les jours ou presque,NULL,1 à 5 fois par semaine,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Aucun,PlusDe100000Habitants,IleDeFrance,Variété Française,En voiture,NULL,1 à 3 fois par mois,NULL,Un smartphone,1 à 3 fois par mois,NULL,Jamais,Des réseaux sociaux (Instagram / Facebook / Snapchat…)
FEMME,De 50 à 64 ans,Couple,3 personnes,Aucun,MoinsDe100000Habitants,AuvergneRhoneAlpes,"Variété Française,Soul,Pop / Rock","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Plusieurs fois par jour,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Jazz,Dance,Soul,Musiques du monde,Pop / Rock","En cuisinant ou pendant les tâches ménagères,En voiture",NULL,1 à 5 fois par semaine,NULL,Un ordinateur,Tous les jours ou presque,Uniquement de façon légale,Tous les jours ou presque,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,"Variété Française,R&B,Soul,Musiques du monde,Pop / Rock",En cuisinant ou pendant les tâches ménagères,NULL,1 à 5 fois par semaine,Aucun,Un ordinateur,1 à 5 fois par semaine,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,Dance,En voiture,Entre 1 et 2 heures / jour,Tous les jours ou presque,NULL,NULL,Plusieurs fois par jour,NULL,Plusieurs fois par jour,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 50 à 64 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,Bretagne,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 15 à 24 ans,Enfant,3 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,"Electronique,R&B,Rap / Hip-Hop","En travaillant ou en étudiant,Dans les transports ou sur le chemin des études ou du travail,En voiture",Entre 1 et 2 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un ordinateur,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 65 à plus,Célibataire,1 personne,NULL,MoinsDe100000Habitants,LanguedocRoussillonMidiP,Variété Française,En cuisinant ou pendant les tâches ménagères,Entre 1 et 2 heures / jour,Tous les jours ou presque,NULL,NULL,Tous les jours ou presque,NULL,Jamais,
HOMME,De 65 à plus,Célibataire,1 personne,NULL,MoinsDe100000Habitants,Normandie,"Variété Française,Jazz,Reggae,Musiques du monde,Classique","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives",Plus de 6 heures /jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Une chaîne Hifi,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,
FEMME,De 15 à 24 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,IleDeFrance,"R&B,Soul,Pop / Rock,Rap / Hip-Hop","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Plusieurs fois par jour,NULL,Un smartphone,Plusieurs fois par jour,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,BourgogneFrancheComte,Variété Française,En cuisinant ou pendant les tâches ménagères,Moins de 1 heure / jour,Tous les jours ou presque,NULL,Un ordinateur,Plusieurs fois par jour,Uniquement de façon légale,Jamais,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 25 à 34 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AuvergneRhoneAlpes,"Soul,Reggae,Classique","Sous la douche ou en vous préparant,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 3 et 4 heures / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Une enceinte ou une barre de son (connectées par un fil ou en Bluetooth),1 à 3 fois par mois,NULL,Plusieurs fois par jour,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,"Variété Française,Jazz,Musiques du monde,Pop / Rock,Classique","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,3 ou 4 concerts/festivals,Un poste de radio / un radioréveil,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,Variété Française,"Au réveil ou avant de vous endormir,En travaillant ou en étudiant,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un smartphone,Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
